review_id,user_id,business_id,stars,useful,funny,cool,text,date,label_reel,prediction
EwuyxCGE9mVbbKKOqYbVWA,USUErHGbeWvn52tqxMOdVA,t6n3wv1VtZpp7HD4ouWonw,4,0,0,0,"I love this place! I especially love the chicken salad and rosemary roasters. My boyfriend loves their Pizza and all the great options like elk sausage. The only thing I've ordered her that I didn't especially like was the blackened chicken fingers.... they didn't taste much like chicken. Recommend the fantastic desserts, beer and staff.",2016-11-04 20:09:45,positif,positif
qJK7U7R47KMRHsV36MZjBg,Ty6LNXjiBE0wk_WEIVQGLQ,CHnSht4yQrZK8GMgvNDHyg,5,0,0,0,My led was broke after a phone fall. They replaced my led on my samsung s5. Was $149.99.  To me a great deal especially since even with 5 people there I was out the door in less than an hour. Super people to deal with and a great service expierience. Thanks. They will have all my future business. Everyone of their employees answered my questions and were very professional.,2016-07-16 21:22:09,positif,positif
VwQQz-BdRv6PJIJwGKFahw,ttQaIO8SD70rLwnixdudYw,S26FJcC298XNpN2cZiwOrA,3,0,0,1,"The Hill thin-crust pizza is what I ordered (not a deep dish fan): the toppings were top notch, they don't massacre the pizza with that awkward Imo's style slicing, the crust is thin, crispy but oh so flavorless and bland. 
Good place for people watching though.",2011-12-26 16:32:29,neutre,neutre
-a_-sQiGAwmqnIOlvaIqRw,pjXiAVVEbWBby2zxtUsjxw,bXA7sAuGt4d7Pcy5jFcbqQ,5,1,0,2,"I used to go to Costco for all my tire needs but it is difficult to get an appointment there nowadays and Costco seems to also be continuously out of stock while they only sell high end pricey tires. I tried this place, I got a good deal online, they had plenty of tires in stock and overall I really liked it. They are very efficient.",2021-11-30 23:59:47,positif,neutre
liKMuZGsbPqNs03Pu5_iLw,LsGvAWgOH9UY95qIk7hQMQ,x-8cXxNxXQS9VuVYTFFKSw,5,1,0,0,"We are BIG Central Pet fans!   Our corgi LOVES coming here for kenneling, daycare, and grooming.  The staff is consistently knowledgeable and friendly.",2018-10-11 01:54:33,positif,positif
cP73YQbBd006sSidjM3T0A,zAoPzJ70EiKshpeUSmC8UQ,qxo35x030xfjwjxJ4LGC6w,5,0,0,0,"Great Motel in Santa Barbara!

We were there on a Sunday night, and you can't beat $89/night.  Loved checking out all the rooms on the website, as they each have a unique design.  We ended up in room 7 and it was great.  Room is very basic, but very clean!  There is a great little deck area with lounge chairs on the second level.  One note....Because it is an old motel, rooms 1-6 are on the first floor off the parking lot.

The staff of the Presido Motel were great.  All the rooms had a informational guide with staff restaurant/bar recommendations that were really helpful.  Best part of the motel, were the free bike rentals.  We loved spending the day pedaling around Santa Barbara.  The hotel's location on State Street made walking to restaurants at night really easy as well.

Can't wait to go back!  We already have our next trip booked!",2011-02-28 00:16:29,positif,positif
fxnjwtgAFXMzhMgJnD0BGg,hT3KOrgNpGjOrs9mfIZsPA,DlMC8mxvxbpAshaEL_MPpw,5,2,0,0,"This place is so good! Nice to have an addition to the restaurant near Harkins Theater! The waitress was great and the Mango Tango tequila drink was perfect (ask for patron tequila) and not too sweet.  The Skewers (appetizer) were very tender and delicious (steak, shrimp and chicken).   The grilled chicken dinner with the sides two sides was very good; rice pilaf was perfect and the macNcheese was creamy... but lacking something (not extremely flavorful), but good.  
The panko chicken sandwich was nice and crispy with tender juicy chicken inside.  I asked some chula sauce for an extra kick.  The seasoned fries were goos and had a more flavor seasoning than your standard seasoned fry.  The atmosphere inside was warm and inviting.  We also enjoyed people watching (all the folks coming and going from the Theater).  We would come here again!",2021-04-25 02:45:47,positif,positif
YUZivl-TaEwT6ns2RooFRw,giamYJNZlVfczxvOo_5u3g,4O84u40D69hk3_CQgpxIxw,5,0,0,0,"I was in Reno for business when my tooth started hurting. I put off calling a dentist as long as I could because I hate going, never mind to a new dentist in another state. Finally the pain got the best of me and I called Modern Dentistry, based on their positive Yelp reviews. The office assistant, Mitsy, not only got me in right away but also made sure that my insurance went through correctly. I was able to see both the dentist and Endodontic specialist, who set a treatment plan. I have never written a review, but am so thankful to this dental office that I had to share my positive experience.",2016-01-17 04:02:32,positif,positif
_Zt0A3hWruTTA5JGb0bH5w,wU-M9rkoaWPwrMMJoM9cLg,S07dMpp8f9x7etbGW1L0QA,5,0,0,0,"If you want Nashville hot chicken in St. Louis, then this is the place! The descriptions for their spice levels seem to err on the side of caution. Choose medium but will definitely get hot next time.",2017-11-23 20:38:46,positif,positif
K5tUOq2UDsVyg2t-9MQjxw,y5syo-1srmqf3NK19ppdKw,5QAO8osLznj_s2u_oJGylg,1,4,0,0,They never pickup the trash when they are supposed to. Its been a week and no trash pickup. One day they drove right by my house and never picked up anyones trash on the entire block. This company is horrible. When you call all you get is talking heads that accomplish nothing. Probably have had 20 missed pickups in the last 6 months. We need to get together and demand the city counsil that hired these buffoons to get another company! What are we paying for. Nest step is to find a number for corporate in Arizona. Their call centers are horrible and no help.,2017-12-13 13:37:10,négatif,négatif
JvS7qleK4zCr3JAwkpzJ_w,Vv9D_dc4-5UNbIo1BzHr6w,8qpnCNlvJN3N18dRcnD5xQ,5,0,0,0,"We were so sad when we couldn't get a reservation while we were visiting in Nashville. It looked like a fun tour. Luck was in our favor as there was a last min. cancellation and we were able to climb aboard the big pink bus on our last day there. The Jugg Sisters did not disappoint. I highly recommend you enjoy this tour if you love to laugh and have fun. BOOK early cuz they aren't kidding, it sells out quick!!! Thanks for the fun Sheri Lynn and Brenda Kay (you too Bubba!) from your California friends Keith, Shawn and Lori",2016-08-15 19:18:19,positif,positif
b6EYiDB7AhpO2idbO57SEw,hiafcIiGMkvRKPyUU8KqIw,x4o0RXGhFhGRs5oE74q83A,5,0,0,0,What a menu! 86 west has a large menu that's I'm still working through but the highlight has been the fresh oysters paired with a delicious mignonette and classic horseradish and cocktail sauce.,2021-04-26 14:17:16,positif,positif
_LcXlSbA8nk4ScLlstKkLg,tmWwHfhaR0bNTKlr9dXsOQ,wjZwXKDiFBQXlO8-TjQTXA,3,1,0,1,"while the reasons for meeting here were top notch, and the people who work here are as well, I cannot give four cause I can out cook this place at home.   there wasn't anything I tasted at this table that would bring me to come here again.    just standard.     the shrimp remolaude was so so.    by bbq shrimp was so so.   the gnocchi was tasty, but wasn't impressed with what was in it.   even my desert wasn't anything special.  the brisket which I was told is impeccable, was just brisket.

I waited for years to come here, and glad I did.  it is one of those places but don't expect to have a conversation you can hear.   LOUD loud loud.   drinks were great, and dirt cheap.   we were seated probably about an hour to hour and half later than our reservation.   I get it.  your busy.  its a sat night, but I was sheets to the wind from drinking my dinner.   usually this makes dinner taste better.  don't worry about salting your food, cause they def got that down.

I'd say my fave part of the entire experience was drinking it.   LOL

our party was fun.  loved everything about that.    huge table filled with fun folks celebrating, but I think the next big party that says to come here, I'll pass.

congratulations on being the second oldest restaurant in new orleans.  truly a thing.",2015-07-19 14:00:22,neutre,neutre
vHCF4CmyPIAPv70vaJJPQQ,zSfa-hcIrG-TAB8udFawaw,CXETs4ve8F60wC7idydrCw,3,0,0,0,"I've never had issues with this location.  I'm constantly doing small projects that require random hardware, paint, etc.  I will admit, I rarely ever ask for help, and actually don't want to be bothered by people asking me if I need help, so my view on this is probably a little skewed.  

I usually stop by this Home Depot if I am on the way to Costco.  I always have some sort of project going and I am relatively absent minded and will usually forget something when I go to Ace.  

This location is organized, I can find help if I need it and usually has a good amount of checkout lanes going.  All in all it is okay.",2012-03-02 04:39:57,neutre,négatif
G4sspQYYY-LsSz1q7xgD0w,SG6A6DpC3MmumUVNQHf8Hw,H91qZiLaUQEHNkDP4DO5pg,4,1,0,0,"20 visits I'm hooked.  The food is good, great service, ambiance is awesome!  The lunch special is a great deal!  chop salad highly recommended.",2012-06-27 14:10:02,positif,positif
bug_D-1DV6LKk6qhkkNI3g,y1DNAOV5qaXuuGAJQ1Pc5A,Nggy_QUDxaLlrcQAQf7GnQ,5,0,0,0,Stopped in and got some street tacos. The food was amazing! Had carnitas and carne asada. Will definitely stop back in when I'm in the area.,2021-06-15 20:07:00,positif,positif
Kz4zTJUyP96Nn9qBK0bZhg,z1-wLzYSLC7F7QnkeAQoOw,R8NkIm_W8oJtAdPJMv8ZZQ,4,1,0,3,My family loves this place and the burgers and salad are delicious. My only complaint is dark meat chicken is used for the pitas. I'm picky as heck so I won't be ordering this here. The service is always excellent and the associates working there are super sweet and accommodating.,2020-07-30 01:41:12,positif,positif
V4ctNEKBfwIonm7LyRBfUQ,z_haYnXlGldXFvHxDkO2jw,-xxGo7PSP5tnL_GEHT5W8w,2,2,0,1,We both had to pay to get in as a couple. Lap dance was 40 bucks for one song and she didn't even let me be in the same room. Didn't have any fun there for my boyfriends Bday. Even though it's somewhat nice inside. Pick another place.,2015-02-16 19:35:12,négatif,neutre
TNUofn8sSMRGFXVSqFCZnA,uQJuKIYqGbUf6sDNtQz1Jg,O_0H42Bw8hBduWSADPG8ng,5,0,0,1,"We always have a great experience here!

If you are a condiment whore like us then you will love this place. They have so many great sauces to choose from!

We loved the spicy chicken fried ravioli.

Also highly recommend The Pogue Mahoney burger.

Thanks for a great lunch!",2015-08-09 17:59:06,positif,positif
ju_uib6ZhCpUUyGjbIC5Cw,GGsAXuRsLWK78zxnkaTTgA,BvRJCEqexcpYjNTB-C388A,5,0,0,0,"excellent!!!!!!   consistent, friendly, great ambiance, fantastic happy hour.  amazing staff!!!!! thank you!",2016-09-24 07:40:03,positif,positif
JAlXL-ep8V0k9NVJmHIibg,n_BnQODTgeXwcdbObfEBew,5Gxej8xEPPeJC-N8-x8kuA,5,0,0,0,"First time here- will DEFINITELY be back! Some of the best barbecue in the city. Had the pulled pork plate with mac and cheese and cole slaw and my girlfriend had the half rack of ribs with green beans and baked beans. Everything was delicious, perfectly smoked, the sauces were the ideal compliment to a wonderful meal. Have to go back to try the potato salad which is apparently a hit since it was Saturday and they ran out as well as the brisket and burnt ends. Quick, personable, and efficient service. Overall the perfect meal. It honestly could not have been better. Great job SMOKED!",2019-04-14 13:54:59,positif,positif
QTqIvWC_G9iqI6fj4N16Xw,BzfxA_QOitHQIvCR23Kncw,IWHdx0NhDKADkGOgXgOFKQ,3,1,0,0,"90% of the people in line for Dinics were talking about Man vs. Food, so that tells you two things:

1) this place attracts tons of tourists
2) only 10% of the people could possibly be regulars (or maybe they just love Man vs. Food so much that they can talk about it for 30 mins straight)

""Adam Richman came more than two years ago.""  I have that statement looping in the back of my mind as I write, because the guy behind the counter had it as the answer to the questions that were asked of him several times as I waited in line.

Of course, the reason I was in line (and in Reading Terminal Market at all) was because I saw the Man vs. Food episode.  So how was Dinics?  It was okay.  The pulled pork sandwich was fine, with a tender texture and somewhat flavorful meat, though it was more bland than I expected it to be.  The bread was a regular footlong, and the cost came out to $8.25 with tax.  That's decent.

Would I do it again?  No.  Not when Hershel's Deli is right across from Dinics, with almost no line, and with a heavenly pastrami sandwich.  And regardless of Hershel's, Dinic's sandwich is not worth waiting more than 10 minutes.  But, at least I can say I tried Dinics.

Speaking of that line, the reason the wait is so long has much more to do with the inefficiency of the workers versus the demand for the food.  They could fire half the staff and still have three people effectively chopping up the meat, putting it in the bun, and taking payment.",2011-04-19 15:20:32,neutre,négatif
BOL3FQ-gJl7cP8NmBqU-pw,F2y0l6RguJjyApSX_he4BQ,n8ByXuU5_5jbOx5cC9VNZg,5,0,0,0,Absolutely the best place to go for pizza in New Hope. Definitely recommend getting the Sicilian pie.  Not as heavy as you may believe. Meatballs are very tasty. Great BYOB.,2019-11-29 22:39:16,positif,positif
9072zbHJLiGMP6-lizTHCQ,hgrusVtISKM2q-TVAilqow,dcmaQZhv8eaKptO8B4hZKQ,4,0,0,1,"Place is a solid place to visit once a month or so. Food is either amazing or mediocre. I particularly like the smoked breaded Gouda- it's basically the best cheese stick in existence. It is a bit pricey for what it is, and they don't split checks which is irritating. Seriously, how hard is that to do?  Still a good spot just a little too douchey to go more than once every other week or so.",2014-08-24 19:11:17,positif,neutre
CGeP62UC-7YOF981KEV04Q,ceFHavITrot4UAW5DG54tA,KQjND7KiZi3Bspb3CvhHzQ,5,1,1,0,"5 stars for service and food and mostly service. As Nashville is growing exponentially, their service is amazing. We go and my little person always has lots of questions and we over order. I look in the rear view mirror while he does this, so don't judge me if we take a little time. LIke I said, looking in the review mirror, I note if someone is coming. Luckly we have been blessed not to hold someone up. OK love love love love their coffee. Not bitter, not weak, perfect and price is right. Their soups seem a little salty, but not locally their fault, bc they are prepackaged. The bread is perfect everytime and the sandwiches are wonderful. We get the beef and asiago cheese often and love it. Not a fan of onions so we ask to 86 them. Also get the turkey sandwich and the bagels. Great deal 13 bagels and 2 smears for a great price. Again SERVICE SERVICE SERVICE. THEY ARE AMAZING. Tip! They are so amazing!",2015-10-24 18:46:58,positif,positif
vI7GOx31xHSWm30O0RXQyQ,ch3wjnvvVIymmI9vwekG1A,sttpwh6k4JnhKZp2cXzqlw,3,4,0,0,"The Messy Tea is awesome!!! I would return alone for just for the tea. The nachos themselves were just ok. I ordered the nose runners and my husband had the ones with the shrimp, chicken, and beef. This was $34. The concept of the high end nachos was much better than the execution. The shrimp that was on the nachos tasted weird, like they were precooked frozen shrimp. However, I loved that they used D&D sausage on the nose runners. There was way more toppings on the nose runners than on the nachos my husband ordered. Also, they were very gentle with the amount of cheese on the nachos. I wish there was more cheese.

We went on a Monday around 1:30 pm. There was no wait nor no other customers in the store. So I'm assuming it was a slow business day. So we didnt experience a long wait.

Overall, the business is worth a visit if you want to try them out.",2019-10-13 03:24:05,neutre,négatif
6SbMACAW5ga2m0D_TVJR2A,aXDQU9Psqa7SMBCwe_5_KQ,1kJGTUQ2EjlAgP23WltCLw,5,0,0,0,My family of five came here on Mother's Day and we had a wonderful meal and experience. The food was incredible! It came out right away and tasted amazing. We will definitely be coming back!,2021-05-10 01:39:18,positif,positif
2_Ywig1h63nZqfHlSl11gQ,NWTb9Axds1_iyKFr5fO0WA,pviSeQrnoQ7MGOGGcau3Xw,5,0,0,1,I walked right in after work and was helped promptly with a smile. The lovely woman who shaped my nails did exactly what I asked and check the shape with me. I've had many salons just kind of assume they know what shape I want or how long I want them to be. None of that here. They did a paraffin dip at the end and applied the polish so evenly. I will be back !!,2019-08-09 16:53:08,positif,négatif
1tOWDRWPTYDTbBlkHu4jww,hg037J_0sVd32UjkCw24Dw,PwiFfUAwzDXbMGt0OnrB-g,5,1,0,0,"I love everything about this restaurant! Their local seasonal menu, the ambiance, the food, the wine, the best bread pudding I have ever had and the friendly wait staff. Eating there was truly an experience for the senses - the food smells, looks and tastes good!",2011-04-05 17:44:21,positif,positif
Dw4i3znpdkpwNvfXwuIG-g,5H3EpeyQCY_zKlXd1SopwQ,zw6b8aTnKUiG2b-9I7Gbcw,4,1,0,1,"Went once, had a nice experience and the food was really good,that I'm looking them up now to place an order for pick up.",2019-01-12 21:33:00,positif,neutre
K2oUK4-lx12-HEOMrKc-ng,7XqkF4jkTO55cLDKQlAtpA,gdR0Mj8ehQiH07CRyWZNtQ,5,1,0,0,"Extremely friendly staff, quick but thorough manicures and loved how close it is to my hotel (marriott courtyard down the street). Good quality for an even better price! And a gel is $30! Yay!",2014-02-06 02:30:36,positif,positif
E43hz6S1UUoI4d5Ec8cUhA,3CwMwbY9UgP-qvTDxNs_0g,g3LweOTJlJoALtaShN4SLA,2,11,3,8,"CLOSED.  Although with a 2.5 star average on Yelp and owner who seemed to let this place slide from marginal at opening to worse as time went on, I imagine it isn't going to surprise or upset many.",2018-05-04 13:51:14,négatif,négatif
n1u2D8q8RcGV2yitZbM4nw,ULimHlWFuEhM8uYE7R9Evg,q6Rln6JUAr8ALqbTNZs2ag,5,0,0,0,"Great food!  Great service!  Rivals some of the top notch trendy cuisine I've encountered in Philadelphia, Manhattan, and Miami! I HIGHLY recommend it!",2014-05-21 01:21:39,positif,positif
_MO6cCcmCyYbeOdP99FxMQ,Fa8TDSN0V816kfhvrgYpfg,r2IhvKZQ_wLR5mLBnPOilg,5,1,0,0,"Delicious food, I had the macho salad and loved the taste and it comes with cornbread croutons!  We also had the honor burger that was also delicious.  Definitely coming back again next time I'm in Montecito.",2021-01-03 03:20:57,positif,positif
4jGrCR8D4jDO5rdPr3PUkQ,rWl260C3GTKkCYkPWt6kgA,Lw1gzZZGI2GFQc6BI5zyJw,4,0,0,0,"Hands down best taco salad in the city. Regardless of the time of day (or night), I'm getting it if the kitchen is open. Usually close out the night here after a concert or post intramural volleyball game.",2019-08-14 02:08:38,positif,neutre
aJK62QUmDFfgg3pa8S2iBQ,TDGx8YhxmF3OP0XH3dYsXw,4NlSpFSdeexT30ZJ_Rabxw,5,0,0,0,"Best sandwiches I've ever had anywhere. I don't say the previous statement lightly. I'd put this place above Nardelli's in CT, Dalessandro's in Philly, etc.

The owners are unbelievably nice and always offer samples of their newest offerings. I'd eat here everyday if I could.",2015-08-16 23:25:26,positif,positif
CfPlYfPBvSS0t6Krhte5mA,RRuK1Exms5r-S1AmYwpE4A,L-vZQuTZFNqjRdXdUnlurQ,5,0,0,0,"We have come here 2 times since the menu update. Food is fantastic, prices are fair, margaritas are a bit too sweet but still good. Great Mexican place for a date.",2019-12-31 20:16:12,positif,positif
rNGNRsfas5T2tkVWIxQuPg,UN8neXbVZoyl8B-FIRTnvQ,FseVnbFK-PG_RwZhJVp7uw,5,0,0,1,"A very underrated pizza shop that is tucked away in a small strip mall in Marlton. It has got to be one of my favorite pizza places around South Jersey. It's a good place to stop in to get a quick slice of pizza when you're on the go or on a lunch break. I've had pizza here before and you can't go wrong with their pizza, especially the Grandmom pizza and chicken bacon ranch pizza. The service is really good and the servers/counter people are really nice and friendly. They do delivery as well, so I can order and get my food without having to leave the house. Definitely give this place a try!",2019-08-05 23:38:45,positif,positif
BjSM7QD-C0iXgyoQGJVPAg,h0v_RHXOwZ-IFGAgD9DG2Q,8BhNur6_XKLjCDvbhX2CNg,5,0,0,0,"Great breakfast place in the heart of french quarter. Simple, and very tasteful. The staff is super friendly. You might have the pleasure to hear one of their waitresses sing for you! Will come back next time I'm in NOLA!",2017-02-15 20:05:10,positif,positif
4OJX5_x6rmkHmmrredvhRw,QQQwwBhuFNaQfWUv4aXrlA,PVVFos1LDfD7iETY0w4vaA,5,0,0,0,"Spectacular. Bubble tea and the sesame tofu are awesome.

They don't accept American Express -- Visa + Mastercard only.",2010-01-24 20:55:30,positif,positif
5Ia5LU_hm0OxzhgdCLk-Ww,T8CrvREbxWTDmc_2jcD1Kw,T-W7Zn6hd3ChwseyccgZDg,5,1,0,0,"Amazing! Great atmosphere, unusual but not bizarre menu. Escargot amazing.
Duck entrees delicious. Presentation before cheeses are selected was fun and informative. Cheeses were delectable.
Sides on entrees were skimpy but tasty  (if you could find them!)
Will definitely return",2017-01-19 21:56:03,positif,positif
mADYJBpkp-jkwG7Bq1GCAA,O6qbCScUrV-wqUoiT0mWmw,rK4MQ-vybY5KXI73o-0mlw,4,0,0,0,Food is always solid and service very attentive. There seem to be some inconsistencies in food preparation... Mainly the pizzas. I have had the same pizza (proscuitto) but made differently different times. Love the cheeses and how they are paired. Quail and pork chop are amazing. Overall a great spot for a good dinner.,2014-09-28 21:26:02,positif,positif
r_LSy7mzMCU1h3bGFBnyDA,vPQeX1KnHU16zSz3ZL9SNw,Izml8vnd3ndJ__ocSu37Vg,4,0,0,0,"Service isn't the MOST amazing, but I've never been upset. As for food, it's definitely worth a try. I love the lemon chicken and Vietnamese coffee is amazing!!",2015-11-25 17:52:17,positif,positif
BntiStxfDrc5XJccajexOA,cwWaObpevxWx9xSETx8BZA,hujxUyxa9vXRjJdY18LyWw,2,1,0,0,"Considering how many people I've had recommend this sushi location, I must say I was disappointed in my experience. The waitress did a poor job of explaining how the ordering process works here.  Each time you would like to order, you fill out the sheet or else you will receive everything else right around the same time, even if you order a LOT of rolls for the table.  I had been lead to believe it would be staggered, though I will admit I may have just misunderstood.

I only really enjoyed two of the (again) MANY rolls that we tried.  They had many options with unique ingredients but I found that many tasted the same regardless of their contents.  Also, the menu is not clear on what is included with the AYCE.  The waitress didn't check in for long amounts of time and we had a very large waiting period between our two orders due to this.  My friend also requested a drink when he arrived and didn't get it until we reminded the waitress for a second time.

I'm unsure if this was a busy night with low staff or we just ended up with an unenthusiastic waitress but I'm not inclined to give this location a second chance. Not when there are multiple other sushi restaurants in the area offering the same AYCE deal.",2018-11-20 17:37:28,négatif,négatif
Tak9Pu9RBgUNk6Iat9nhYw,QEUVGEbzXGpNkNE35Ox0rg,ql9pGsVnj0ZWAsHxO0myaQ,4,0,0,0,"Very simple restaurant. Home cooked food served pretty quick. The service is not what it was at the old location , probably because they have more customers now. The owner used to say hi to is Everytime now she just sits down and rings people out. But o really great food for the price.",2019-07-20 11:49:28,positif,neutre
Cp46QEHdOo-WOMbGP49FSA,_lqJfN8BVwl6wxfpzkaggg,lKU_kljhbEQKIPaM1Zbqiw,5,2,0,0,"I was craving Italian on a recent trip to Philly and my friend recommended Little Nonna's. I went for lunch and it was pretty busy so I recommend making a reservation online. I love how there is a 3 course lunch option for $20. I got the mushroom arancini, sausage rigatoni, and tiramisu. The arancini was crispy, hot, and oozing with yummy cheese and rice. The truffle flavor was delicious! My main course was great. The rigatoni with pink sauce was on point and had savory sausage pieces in it. The star of lunch had to be the tiramisu. It was so soft and fluffy and loaded with whipped cream and nuts. Probably some of the best tiramisu I've ever had. My dad got the meatball dish and the portion was gigantic! 2 giants meatballs served with a ton of pasta. I highly recommend this place because of the excellent service and food!",2019-03-23 16:08:45,positif,positif
B6oltxJiuE8Yr8Q0LhoQlA,8rPJdLHx5vUA24K0oWqbDQ,_WNl1x8RZZ_Rb81yawBVDA,5,3,0,1,"This was my first time at Wing Stop and they did not disappoint. The people behind the counter were patient with me as I waited for my friends to decide on what they wanted (I was ordering for them while they were someplace else). Those who are patient with others are wonderful people. But I guess patience can only go for so long, which is why I'm glad my friends didn't take forever to make up their mind. LOL

I got the hot boneless wings, and WOWOWOW. I LOVED THEM. Delicious and affordable. I am a huge fan of spicy food and this was nothing short of what I expected. In fact, the wings exceeded my expectations. Going to Buffalo Wild Wings set a standard for me because I've been there more than Wing Stop, but this place blew my mind the very first visit.

Their fries are awesome; I would order a bucket filled with them. That's how good they are. They also have a really neat soda machine. It's one of those new ones where it's an actual program designed for you to pick a certain beverage.

Please come here and support this establishment! Wouldn't be such a bad place to dine while watching the finals for the World Cup... WINK WINK",2014-07-10 07:19:40,positif,positif
sIWH2CN19qMxeZiPmroc5g,BwCg_kBz1e9xIzg2uffwKA,t1QMEcxuqNbD_IQct2pkWg,5,2,0,1,"A recent transplant, I'm so relieved to find Philly-quality food in delco. Super delicious!",2020-02-15 19:28:28,positif,positif
v7zOA0pVjFrDinq6IwA1oA,2b2J7kW1nTVTtiZtizw-tw,oRZzKWdyMQld6N_y4UWkAg,2,1,3,0,"I hate to give such a disappointing review for Terra Sur, as I really had good expectations, but it just didn't turn out as well as I had hoped. The first time I came here was with a large group as part of a ""meetup"" group. I arrived at our agreed upon time of 630 pm and we had made a reservation for 18 people far ahead of time. Being that the restaurant is quite small we were split into 2 different tables. From the outside it doesn't look too impressive as its a small place tucked in at the end of a strip plaza, but inside it is very nicely decorated with an array of artwork covering the walls. Very cozy feel, which is nice, considering you're likely to be here for a LONG time.

 I'm not sure if it was due to the large size of our group but everything took far longer than it should have. We got water right away but no drinks menus until we asked for them at least 15 minutes later. They do have an extensive wine and beer list with libations from around the world, presuming you can get anyone to come take your drink order before you decide to just give up on it. Another 45 minutes later of sitting there staring into space before someone takes our appetizer order. Yes, 45 minutes! 5 minutes after we finally get a bread basket for the table. By the time they took our order I was so starving I decided to get just an app rather than wait to order a whole entrée in order to avoid waiting longer. 

I chose the tostones with seasoned minced beef, onion and red bell pepper on top. Luckily after all that waiting my app did come out quickly along with the Ceviche that others at our table ordered for their app. Those who ordered meals were stuck waiting for another extensive period of time. Sadly I wasn't all that impressed with my tostones. The menu description should read ""large tostones cakes with tiny pieces of fatty beef on top, 1 sad little bell pepper slice and an ENTIRE large onion""  Seriously there was so much onion I could barely find my other food underneath. It was overkill. My first thought was that perhaps I just didn't order the ""right"" thing, and that's why I was disappointed, but then I thought ""shouldn't anything on on the menu be a ""right"" thing to order?!"" Meh. 

By this point I was over the whole experience and ready to get out of there. Due to the size of our group we were told they could only split our bill into 6 per table but I was able to flag down one of the servers, paid cash and skidaddled out of there. Not sure that I would go back again",2015-03-26 15:26:55,négatif,neutre
DZ3Jo6uALmvUWUMlsTDiig,toPeUJ8FLDdLsLjL0Oy5ow,2gwUf0JCJRTgu9p4ASUzeQ,4,5,2,2,"Nice pool, nice golf course, great venue!

I've been here plenty of times and I am a fan. Their food is usually good, too. Not the best location, but where else could they put it?

I've been to several weddings here, and they definitely do a good job. Because the last wedding was so large, they had to use a lot of rooms which made it seem a little sectioned off. One of the rooms we were in was also used for a rehearsal dinner for another wedding.  They usually have good service, also.",2014-06-13 00:37:39,positif,neutre
1NiZ_7HYqzF2_xaolMelPw,FdI6GJ-Jvt7L1byPYWJegQ,1xsBRB203LiYLcC3mktfdA,5,0,0,0,"Hate to say I forget her name but our hostess was very friendly, the wines some of our favorite - most were subtle easy going but just quality - will go back - did both red and white flights",2017-10-25 04:04:31,positif,positif
-4BUcEI3bnkDO3X5Zk38WQ,hOCh0iUicRBI0zpojRleMQ,8f5BnHWOn7Igey-TNoY0_Q,4,4,0,0,Had a private party for my mother's 80th bday in one of the private rooms. Everything was great. It was easy to arrange and reasonably priced. Lots of options for appetizers and entrees. Private bar in the room we had. Attentive service and party went without a hitch.,2016-08-01 12:52:00,positif,positif
uehww8pcE82AcgllOJqGLw,3w7kD1Eieotu5JUu1H7FaQ,Cu60QiFa6GO5TsmMNamEFA,4,0,0,0,"I love this place the food is great. Love the delicious unusual pizzas. The only downside is the service is all high school and college students. They don't take there job very seriously. The place also really needs to be cleaned the tables are covered with crumbs and so is the floor. On the bright side they have this really awesome healthier soda, not any of the main stream brands they were really interesting and fun to try.",2015-01-09 12:55:27,positif,positif
vLT6nzc7u9TWxRKJQIxlzg,6wZAJTWpHzzh-I7heu6CQQ,AmnnsJq4Pz1jJUFzHwtsOA,3,0,0,0,"Glad they are friendly and having fun at work, but these kids play too much. Should have been in and out much quicker, but at least have the staff were just joking around (while what seemed like the new girl was left fending for herself on the line.)",2016-11-04 00:26:21,neutre,neutre
hgz_UzBcUGyXWdwYnBGFJQ,6POT24tKjXQkxe7MXZNQaA,I_3LMZ_1m2mzR0oLIOePIg,4,0,0,1,"We went later in the evening and there was a long line, so a lot of the menu was sold out. We tried the pulled pork and it was delicious! Prices were very reasonable, especially because of the large portion sizes. I would definitely eat here again.",2017-04-04 02:36:25,positif,positif
8WXUXSVScoBKdHv2t-GxKg,5MLTOOiFGu_-PIyjhHIs-g,IRMY1SW5qsuhi8f1BnSRDg,5,2,2,2,"Smells damp and slightly mildewy. The decor is almost painfully cheesey. The sound system is so outdated the bartender couldnt figure out how to get the music going. But I am all for this place. The beers are cheap. The service is friendly, funny, and sweet. It's been around for 30+ years so there is some good history there. When we walked in, we were the only guests in there. I mean seriously, we thought the place was closed because the lights were dimmed and it was absolutely quiet. I'm not complaining though. Sometimes it's nice to have a quiet beer with the person you came with. This is not a place for everyone, as the other reviews clearly attest to, but if you take it for what it is and aren't expecting the kind of drinks, food, or service you'd get at a five star joint, you won't be let down.",2016-06-23 13:59:55,positif,neutre
Ok24NwNol1rw2mxw0BymRg,6Qq_EhC38US5QekSjwudmw,YHjKcTiuZ2pkBCOgsqoozw,1,3,2,0,"I just wanted to do some regular shopping, but was bombarded by employees who kept pointing at the beer and wine section.  Even the cashier pointed out that this beer was on sale and that wine is excellent.  I told the manager that it's not right to bombard customers with this type of stuff because some people don't drink.  They are also way too expensive. Give me a Giant anyday.",2010-12-23 03:41:46,négatif,négatif
